Date,NVDA_Close,QQQ_Close,AI_Trend,ChatGPT_Trend,DeepSeek_Trend,nvda_return,qqq_return,ai_diff,chatgpt_diff,deepseek_diff,chatgpt_shock,deepseek_shock
11/7/2021,29.75,398.6,5,0,0,0.02128447494,-0.00983242511,0,0,0,0,0
11/14/2021,30.39,394.7,5,0,0,0.08209087831,0.02326414251,0,0,0,0,0
11/21/2021,32.99,403.99,5,0,0,-0.04621693941,-0.03217118702,0,0,0,0,0
11/28/2021,31.5,391.2,6,0,0,-0.0260506772,-0.02084458098,1,0,0,0,0
12/5/2021,30.69,383.13,6,0,0,-0.01609494425,0.03810277342,0,0,0,0,0
12/12/2021,30.2,398.01,6,0,0,-0.08280590368,-0.03346758987,0,0,0,0,0
12/19/2021,27.8,384.91,5,0,0,0.06408877973,0.03072520832,-1,0,0,0,0
12/26/2021,29.64,396.92,5,0,0,-0.007790047862,0.002340300778,0,0,0,0,0
1/2/2022,29.41,397.85,6,0,0,-0.07628123146,-0.04627228604,1,0,0,0,0
1/9/2022,27.25,379.86,6,0,0,-0.01144135013,0.0003948043796,0,0,0,0,0
1/16/2022,26.94,380.01,6,0,0,-0.1421590224,-0.07744746241,0,0,0,0,0
1/23/2022,23.37,351.69,6,0,0,-0.02293976376,0.0003127265516,0,0,0,0,0
1/30/2022,22.84,351.8,6,0,0,0.06278567231,0.01749808667,0,0,0,0,0
2/6/2022,24.32,358.01,6,0,0,-0.01533073324,-0.03106324331,0,0,0,0,0
2/13/2022,23.95,347.06,7,0,0,-0.01302813132,-0.0161207145,1,0,0,0,0
2/20/2022,23.64,341.51,6,0,0,0.02175818053,0.01239685298,-1,0,0,0,0
2/27/2022,24.16,345.77,6,0,0,-0.05181626137,-0.02480107207,0,0,0,0,0
3/6/2022,22.94,337.3,6,0,0,-0.03730450318,-0.03899541983,0,0,0,0,0
3/13/2022,22.1,324.4,6,0,0,0.1796785498,0.0802039391,0,0,0,0,0
3/20/2022,26.45,351.49,6,0,0,0.04581517888,0.02211558257,0,0,0,0,0
3/27/2022,27.69,359.35,6,0,0,-0.03603331006,0.006932917398,0,0,0,0,0
4/3/2022,26.71,361.85,7,0,0,-0.1443399833,-0.03572813202,1,0,0,0,0
4/10/2022,23.12,349.15,6,0,0,-0.08387067089,-0.03118435301,-1,0,0,0,0
4/17/2022,21.26,338.43,7,0,0,-0.08538779193,-0.0392620815,1,0,0,0,0
4/24/2022,19.52,325.4,7,0,0,-0.05096979193,-0.03805360101,0,0,0,0,0
5/1/2022,18.55,313.25,7,0,0.5,0.006983643747,-0.0128515825,0,0,0.5,0,0
5/8/2022,18.68,309.25,7,0,0,-0.05332398101,-0.02392168913,0,0,-0.5,0,0
5/15/2022,17.71,301.94,6,0,0,-0.05931971412,-0.04490951394,-1,0,0,0,0
5/22/2022,16.69,288.68,7,0,0,0.1195789056,0.06834604093,1,0,0,0,0
5/29/2022,18.81,309.1,6,0,0,-0.004796172263,-0.009426365914,-1,0,0,0,0
6/5/2022,18.72,306.2,8,0,0,-0.0981453918,-0.05836558164,2,0,0,0,0
6/12/2022,16.97,288.84,12,0,0,-0.06638662343,-0.05022971249,4,0,0,0,0
6/19/2022,15.88,274.69,9,0,0,0.07577085652,0.07000925869,-3,0,0,0,0
6/26/2022,17.13,294.61,8,0,0,-0.1653043029,-0.04328449016,-1,0,0,0,0
7/3/2022,14.52,282.13,8,0,0,0.08701137699,0.04579313613,0,0,0,0,0
7/10/2022,15.84,295.35,8,0,0,-0.005063301957,-0.0118525961,0,0,0,0,0
7/17/2022,15.76,291.87,8,0,0,0.0943868187,0.03408540659,0,0,0,0,0
7/24/2022,17.32,301.99,8,0,0,0.04735947004,0.04363798682,0,0,0,0,0
7/31/2022,18.16,315.46,9,0,0,0.04469115165,0.01974295542,1,0,0,0,0
8/7/2022,18.99,321.75,10,0,0,-0.01485438454,0.02649892837,1,0,0,0,0
8/14/2022,18.71,330.39,9,0,0,-0.04705463206,-0.02305498212,-1,0,0,0,0
8/21/2022,17.85,322.86,9,0,0,-0.09329540411,-0.04893884647,0,0,0,0,0
8/28/2022,16.26,307.44,9,0,0,-0.1749685825,-0.04072848471,0,0,0,0,0
9/4/2022,13.65,295.17,9,0,0,0.05279399927,0.03958940269,0,0,0,0,0
9/11/2022,14.39,307.09,9,0,0,-0.08631669131,-0.05960752225,0,0,0,0,0
9/18/2022,13.2,289.32,10,0,0,-0.05288946392,-0.04890941641,1,0,0,0,0
9/25/2022,12.52,275.51,11,0,0,-0.03082158004,-0.03040195822,1,0,0,0,0
10/2/2022,12.14,267.26,10,0,0,-0.004954593125,0.00686109038,-1,0,0,0,0
10/9/2022,12.08,269.1,10,0,0,-0.07296242376,-0.0315593155,0,0,0,0,0
10/16/2022,11.23,260.74,10,0,0,0.1047369909,0.05477346306,0,0,0,0,0
10/23/2022,12.47,275.42,10,0,0,0.103514386,0.02084007586,0,0,0,0,0
10/30/2022,13.83,281.22,10,0,0,0.02358094259,-0.06061573202,0,0,0,0,0
11/6/2022,14.16,264.68,10,0,0,0.1425828187,0.08430003246,0,0,0,0,0
11/13/2022,16.33,287.96,10,0,0,-0.05798725765,-0.01096417981,0,0,0,0,0
11/20/2022,15.41,284.82,11,0,0,0.0543062719,0.007346029467,1,0,0,0,0
11/27/2022,16.27,286.92,17,0,0,0.03680656794,0.01943216098,6,0,0,0,0
12/4/2022,16.88,292.55,31,0,0,0.007083854888,-0.03658668738,14,0,0,1,0
12/11/2022,17,282.04,21,0,0,-0.02561951262,-0.0280088057,-10,0,0,1,0
12/18/2022,16.57,274.25,17,0,0,-0.08564072517,-0.02544403431,-4,0,0,1,0
12/25/2022,15.21,267.36,15,0,0,-0.04024688051,-0.004047678115,-2,0,0,1,0
1/1/2023,14.61,266.28,17,0,0,0.01696681353,0.009419221916,2,0,0,1,0
1/8/2023,14.86,268.8,18,0,0,0.1286405826,0.04428029342,1,0,0,1,0
1/15/2023,16.9,280.97,19,0,0,0.05412950522,0.006067613754,1,0,0,1,0
1/22/2023,17.84,282.68,22,0,0,0.1321290645,0.04692193133,3,0,0,1,0
1/29/2023,20.36,296.26,26,0,0,0.0357008488,0.03293571715,4,0,0,1,0
2/5/2023,21.1,306.18,27,0,0,0.00802458873,-0.02139118998,1,0,0,1,0
2/12/2023,21.27,299.7,24,0,0,0.005625893882,0.004859710659,-3,0,0,1,0
2/19/2023,21.39,301.16,24,0,0,0.0851005608,-0.03140171333,0,0,0,1,0
2/26/2023,23.29,291.85,25,0,0,0.02543587744,0.02647526705,1,0,0,1,0
3/5/2023,23.89,299.68,24,0,0,-0.03927094464,-0.03784685754,-1,0,0,1,0
3/12/2023,22.97,288.55,25,0,0,0.1134686096,0.05662302728,1,0,0,1,0
3/19/2023,25.73,305.36,29,0.5,0,0.03999771397,0.01794774343,4,0.5,0,1,0
3/26/2023,26.78,310.89,33,0,0,0.03666099706,0.03178387895,4,-0.5,0,1,0
4/2/2023,27.78,320.93,32,0,0,-0.02699908615,-0.009014427689,-1,0,0,1,0
4/9/2023,27.04,318.05,36,0,0,-0.01040901591,0.001633627959,4,0,0,1,0
4/16/2023,26.76,318.57,59,0,0,0.01336322781,-0.006171498539,23,0,0,1,0
4/23/2023,27.12,316.61,50,0,0,0.02296437712,0.0186184329,-9,0,0,1,0
4/30/2023,27.75,322.56,46,0,0,0.03296417554,0.001022542501,-4,0,0,1,0
5/7/2023,28.68,322.89,45,0,0,-0.01192578147,0.006605777818,-1,0,0,1,0
5/14/2023,28.34,325.03,46,0,0,0.09806509073,0.03471038056,1,0,0,1,0
5/21/2023,31.26,336.51,45,0,0,0.2199394473,0.03472337865,-1,0,0,1,0
5/28/2023,38.95,348.4,41,0,0,0.009708814127,0.01778014267,-4,0,0,1,0
6/4/2023,39.33,354.65,38,0,0,-0.01434083476,-0.0004230416759,-3,0,0,1,0
6/11/2023,38.77,354.5,43,0.5,0,0.09631794909,0.03718435671,5,0.5,0,1,0
6/18/2023,42.69,367.93,39,18,0,-0.01130754098,-0.01475788965,-4,17.5,0,1,0
6/25/2023,42.21,362.54,39,25,0,0.002129926258,0.01879939512,0,7,0,1,0
7/2/2023,42.3,369.42,37,21,0,0.004716989878,-0.008645351947,-2,-4,0,1,0
7/9/2023,42.5,366.24,44,25,0,0.06754869191,0.03443202839,7,4,0,1,0
7/16/2023,45.47,379.07,47,23,0,-0.02584238263,-0.009116268249,3,-2,0,1,0
7/23/2023,44.31,375.63,41,23,0,0.05360387052,0.02068285186,-6,0,0,1,0
7/30/2023,46.75,383.48,36,21,0,-0.04528828153,-0.03028609283,-5,-2,0,1,0
8/6/2023,44.68,372.04,36,22,0,-0.08961915289,-0.01571251917,0,1,0,1,0
8/13/2023,40.85,366.24,41,21,0,0.0582458137,-0.02239280723,5,-1,0,1,0
8/20/2023,43.3,358.13,36,26,0,0.0609234496,0.01631276221,-5,5,0,1,0
8/27/2023,46.02,364.02,37,29,0,0.05269387765,0.03660013969,1,3,0,1,0
9/3/2023,48.51,377.59,36,28,0,-0.06252035698,-0.01335717101,-1,-1,0,1,0
9/10/2023,45.57,372.58,38,33,0,-0.03733528519,-0.004761977817,2,5,0,1,0
9/17/2023,43.9,370.81,39,35,0,-0.05357379709,-0.0354082439,1,2,0,1,0
9/24/2023,41.61,357.91,42,36,0,0.0444204151,0.001005333939,3,1,0,1,0
10/1/2023,43.5,358.27,45,35,0,0.05064940898,0.01778820573,3,-1,0,1,0
10/8/2023,45.76,364.7,46,33,0,-0.006577528647,0.001589084967,1,-2,0,1,0
10/15/2023,45.46,365.28,45,36,0,-0.09379351266,-0.02967378914,-1,3,0,1,0
10/22/2023,41.39,354.6,45,36,0,-0.02173733165,-0.02654782934,0,0,0,1,0
10/29/2023,40.5,345.31,47,35,0,0.1055827132,0.06285201972,2,-1,0,1,0
11/5/2023,45.01,367.71,51,37,0,0.07137468797,0.02863082575,4,2,0,1,0
11/12/2023,48.34,378.39,48,38,0.5,0.01966470577,0.02001558127,-3,1,0.5,1,0
11/19/2023,49.3,386.04,45,28,0.5,-0.03131693915,0.008948547883,-3,-10,0,1,0
11/26/2023,47.78,389.51,46,40,0.5,-0.02136517016,0.001103342212,1,12,0,1,0
12/3/2023,46.77,389.94,52,41,0.5,0.01569824346,0.005702538116,6,1,0,1,0
12/10/2023,47.51,392.17,49,38,0,0.02863266139,0.03303080184,-3,-3,-0.5,1,0
12/17/2023,48.89,405.34,45,26,0,-0.001227998517,0.007471892404,-4,-12,0,1,0
12/24/2023,48.83,408.38,37,17,0,0.0140317503,0.002787628654,-8,-9,0,1,0
12/31/2023,49.52,409.52,41,23,0,-0.008517593576,-0.03167938274,4,6,0,1,0
1/7/2024,49.1,396.75,45,30,0.5,0.1081874733,0.0317770533,4,7,0.5,1,0
1/14/2024,54.71,409.56,45,32,0.5,0.08376172312,0.02797688305,0,2,0,1,0
1/21/2024,59.49,421.18,57,37,0.5,0.02555731536,0.00622494584,12,5,0,1,0
1/28/2024,61.03,423.81,53,40,0.5,0.08071050416,0.01219498709,-4,3,0,1,0
2/4/2024,66.16,429.01,50,41,0.5,0.0863939958,0.01856737635,-3,1,0,1,0
2/11/2024,72.13,437.05,53,42,0.5,0.006632606877,-0.01493769275,3,1,0,1,0
2/18/2024,72.61,430.57,56,40,0.5,0.08206411837,0.01431972356,3,-2,0,1,0
2/25/2024,78.82,436.78,57,43,0.5,0.04296129302,0.02001449418,1,3,0,1,0
3/3/2024,82.28,445.61,52,42,0.5,0.06185352696,-0.01489915989,-5,-1,0,1,0
3/10/2024,87.53,439.02,55,38,0.5,0.003535386017,-0.01168478481,3,-4,0,1,0
3/17/2024,87.84,433.92,55,40,0.5,0.07085816172,0.02831042188,0,2,0,1,0
3/24/2024,94.29,446.38,53,40,0.5,-0.04257344788,-0.005323522495,-2,0,0,1,0
3/31/2024,90.36,444.01,51,42,0.5,-0.02635124721,-0.008004746071,-2,2,0,1,0
4/7/2024,88.01,440.47,54,46,0.5,0.002043133514,-0.005007179818,3,4,0,1,0
4/14/2024,88.19,438.27,58,46,0.5,-0.1461321152,-0.05540036792,4,0,0,1,0
4/21/2024,76.2,414.65,58,49,0.5,0.141016433,0.03867329921,0,3,0,1,0
4/28/2024,87.74,431,53,46,0,0.01189613531,0.01034078091,-5,-3,-0.5,1,0
5/5/2024,88.79,435.48,55,41,0.5,0.01220141627,0.01499674846,2,-5,0.5,1,0
5/12/2024,89.88,442.06,61,45,0.5,0.02851695761,0.02170544589,6,4,0,1,0
5/19/2024,92.48,451.76,58,42,0.5,0.1408708504,0.01360894248,-3,-3,0,1,0
5/26/2024,106.47,457.95,60,37,0.5,0.02924780436,-0.01593589069,2,-5,0,1,0
6/2/2024,109.63,450.71,59,41,0.5,0.09776998153,0.02681654011,-1,4,0,1,0
6/9/2024,120.89,462.96,57,31,0.5,0.08701137699,0.0344565212,-2,-10,0,1,0
6/16/2024,131.88,479.19,55,32,0.5,-0.0410969034,0.002063855137,-2,1,0,1,0
6/23/2024,126.57,480.18,51,31,0.5,-0.02423052454,-0.002230817467,-4,-1,0,1,0
6/30/2024,123.54,479.11,50,27,0.5,0.01836679934,0.03496823921,-1,-4,0,1,0
7/7/2024,125.83,496.16,53,31,0.5,0.02673935135,-0.002704395279,3,4,0,1,0
7/14/2024,129.24,494.82,46,31,0.5,-0.09157991285,-0.04037412048,-7,0,0,1,0
7/21/2024,117.93,475.24,48,31,0.5,-0.04217257685,-0.02615768242,2,0,0,1,0
7/28/2024,113.06,462.97,50,32,0.5,-0.05256963064,-0.03119631737,2,1,0,1,0
8/4/2024,107.27,448.75,52,33,0.5,-0.02377246181,0.003692339263,2,1,0,1,0
8/11/2024,104.75,450.41,55,36,0.5,0.173371521,0.05321968087,3,3,0,1,0
8/18/2024,124.58,475.03,61,44,0.5,0.0377284361,0.01040814397,6,8,0,1,0
8/25/2024,129.37,480,59,48,0.5,-0.08044860282,-0.007801183592,-2,4,0,1,0
9/1/2024,119.37,476.27,58,49,0.5,-0.1491507739,-0.05965269418,-1,1,0,1,0
9/8/2024,102.83,448.69,66,60,0.5,0.1468863371,0.05769811133,8,11,0,1,0
9/15/2024,119.1,475.34,65,62,0.5,-0.02637328525,0.01482622326,-1,2,0,1,0
9/22/2024,116,482.44,71,66,0.5,0.04550068752,0.008894083537,6,4,0,1,0
9/29/2024,121.4,486.75,69,60,0.5,0.02858265379,0.001170347234,-2,-6,0,1,0
10/6/2024,124.92,487.32,68,63,0.5,0.07611866606,0.0123181392,-1,3,0,1,0
10/13/2024,134.8,493.36,69,64,0.5,0.02346148668,0.002247351198,1,1,0,1,0
10/20/2024,138,494.47,73,70,0.5,0.02532867749,0.001717536465,4,6,0,1,0
10/27/2024,141.54,495.32,73,67,0.5,-0.04434900217,-0.01605732796,0,-3,0,1,0
11/3/2024,135.4,487.43,69,66,0.5,0.08647578307,0.05334891152,-4,-1,0,1,0
11/10/2024,147.63,514.14,77,70,0.5,-0.03902294093,-0.03477114145,8,4,0,1,0
11/17/2024,141.98,496.57,82,76,0.5,-0.0002113196923,0.01839710292,5,6,0,1,0
11/24/2024,141.95,505.79,65,48,0.5,-0.02641124252,0.007779228423,-17,-28,0,1,0
12/1/2024,138.25,509.74,83,76,0.5,0.02985721801,0.03231255235,18,28,0,1,0
12/8/2024,142.44,526.48,88,87,0.5,-0.05921712502,0.007663162731,5,11,0,1,0
12/15/2024,134.25,530.53,77,61,0.5,0.003346350027,-0.02262794436,-11,-26,0,1,0
12/22/2024,134.7,518.66,59,37,1,0.01700383245,0.007491247265,-18,-24,0.5,1,0
12/29/2024,137.01,522.56,61,40,2,0.05301795768,-0.007645502789,2,3,1,1,0
1/5/2025,144.47,518.58,75,62,1,-0.06107897157,-0.02220862015,14,22,-1,1,0
1/12/2025,135.91,507.19,74,69,1,0.01315712277,0.02828369267,-1,7,0,1,0
1/19/2025,137.71,521.74,83,68,7,0.03503372586,0.01500927004,9,-1,6,1,0
1/26/2025,142.62,529.63,94,87,100,-0.1721088446,-0.01395566037,11,19,93,1,1
2/2/2025,120.07,522.29,90,89,29,0.07822801716,0.001205499519,-4,2,-71,1,1
2/9/2025,129.84,522.92,91,87,17,0.06709129055,0.02870884302,1,-2,-12,1,1
2/16/2025,138.85,538.15,90,83,15,-0.03235059629,-0.02268403928,-1,-4,-2,1,1
2/23/2025,134.43,526.08,100,100,12,-0.07337008505,-0.03463725516,10,17,-3,1,1
3/2/2025,124.92,508.17,95,94,10,-0.1030328465,-0.03276424116,-5,-6,-2,1,1
3/9/2025,112.69,491.79,91,88,9,0.07667177584,-0.02497427652,-4,-6,-1,1,1
3/16/2025,121.67,479.66,88,91,9,-0.03317344753,0.002457054854,-3,3,0,1,1
3/23/2025,117.7,480.84,95,94,9,-0.07066315749,-0.02505974594,7,3,0,1,1
3/30/2025,109.67,468.94,87,66,7,,,-8,-28,-2,1,1
